OBJECTID,Vision_PID,GISID,F10D_ID,Map,Block,Lot,St_Num,Street,Location,Land_Val,Build_Val,Total_Val,Zone,Room_Cnt,Build_SF,Sale_Price,Sale_Date,Year_Built,Land_Area,Build_Styl,Bath_Cnt,Exempt_Val,Bed_Cnt,Tax_Total,LU_CODE,LU_DESC4
130,1568,19-27,1019027000,     19,     27,,11,BOND ST,11 BOND ST,62800,151400,214200,R1A,8,1347,0,36325,1974,10890,Ranch,2,20000,3,194200,1010,SINGLE FAM  MDL-01
131,1569,19-28,1019028000,     19,     28,,8,BRETON ST,8 BRETON ST,72100,130300,202400,R1A,6,1320,113000,38881,1973,23958,Colonial,2,20000,3,182400,1010,SINGLE FAM  MDL-01
132,1570,19-29,1019029000,     19,     29,,1,JACQUELINE DR,1 JACQUELINE DR,61100,124000,185100,R1A,4,1229,0,42427,1991,12632,Cape,1,0,2,185100,1010,SINGLE FAM  MDL-01
133,1571,19-30,1019030000,     19,     30,,3,JACQUELINE DR,3 JACQUELINE DR,54300,112100,166400,R1A,5,960,97000,36340,1992,16553,Ranch,1,20000,3,146400,1010,SINGLE FAM  MDL-01
134,1572,19-31,1019031000,     19,     31,,5,JACQUELINE DR,5 JACQUELINE DR,57200,155000,212200,R1A,5,1510,30000,33693,1992,11761,Cape,1.5,20000,2,192200,1010,SINGLE FAM  MDL-01
135,1573,19-32,1019032000,     19,     32,,7,JACQUELINE DR,7 JACQUELINE DR,53700,120100,173800,R1A,6,960,115700,36791,1992,11326,Ranch,1,20000,3,153800,1010,SINGLE FAM  MDL-01
136,1574,19-33,1019033000,     19,     33,,8,JACQUELINE DR,8 JACQUELINE DR,60600,217000,277600,R1A,7,2346,35000,33549,1992,20909,Cape,4,20000,2,257600,1010,SINGLE FAM  MDL-01
137,1575,19-34,1019034000,     19,     34,,6,JACQUELINE DR,6 JACQUELINE DR,57300,166900,224200,R1A,4,1469,218000,42879,1994,21780,Cape,1.5,0,2,224200,1010,SINGLE FAM  MDL-01
138,1576,19-35,1019035000,     19,     35,,4,JACQUELINE DR,4 JACQUELINE DR,70600,215700,286300,R1A,7,1488,285000,38912,1996,19602,Ranch,2.5,20000,4,266300,1010,SINGLE FAM  MDL-01
139,1577,19-36,1019036000,     19,     36,,2,JACQUELINE DR,2 JACQUELINE DR,70100,212000,282100,R1A,8,2137,165500,32826,1989,19166,Cape,2.5,26000,3,256100,1010,SINGLE FAM  MDL-01
140,1578,19-37,1019037000,     19,     37,,259,GRANITE ST,259 GRANITE ST,62800,152600,215400,R1A,5,1167,89900,33549,1990,10890,Ranch,1.5,20000,3,195400,1010,SINGLE FAM  MDL-01
141,1580,19-39,1019039000,     19,     39,,279,GRANITE ST,279 GRANITE ST,64700,219400,284100,R1A,6,1738,21000,36097,1998,13068,Ranch,2,20000,2,264100,1010,SINGLE FAM  MDL-01
142,1581,19-40,1019040000,     19,     40,,281,GRANITE ST,281 GRANITE ST,64700,143800,208500,R1A,6,1008,0,40077,1992,13068,Ranch,1,20000,3,188500,1010,SINGLE FAM  MDL-01
143,101902,19-43,1019043000,     19,     43,,285,GRANITE ST,285 GRANITE ST,71000,166900,237900,R1A,6,1593,244500,41526,2001,35134,Modern/Contemp,2,0,3,237900,1010,SINGLE FAM  MDL-01
144,101903,19-44,1019044000,     19,     44,,4,PONDEROSA LN,4 PONDEROSA LN,71300,188400,259700,R1A,5,1402,249000,40312,2002,13228,Ranch,2,20000,3,239700,1010,SINGLE FAM  MDL-01
145,1950,24-13,1024013000,     24,     13,,172,WEST ST,172 WEST ST,62800,98700,161500,SR1,6,1075,125000,42048,1941,10890,Conventional,1,0,3,161500,1010,SINGLE FAM  MDL-01
146,1952,24-15,1024015000,     24,     15,,164,WEST ST,164 WEST ST,75700,95600,171300,SR1,5,1366,177000,38394,1929,41818,Conventional,1.5,20000,3,151300,1010,SINGLE FAM  MDL-01
147,1953,24-15-1,1024015001,     24,     15,      1,0,WEST ST,WEST ST,66000,18100,84100,SR1,,0,0,42713,0,34848,,,0,,84100,1060,AC LND OUTBLDG
148,121650,24-15-2,1024015002,     24,     15,      2,166,WEST ST,166 WEST ST,71000,127200,198200,SR1,6,1952,53000,42916,2018,20411,Colonial,2.5,0,3,198200,1010,SINGLE FAM  MDL-01
149,1954,24-16,1024016000,     24,     16,,170,WEST ST,170 WEST ST,72100,119000,191100,SR1,5,1092,0,26585,1971,23958,Ranch,1,0,3,191100,1010,SINGLE FAM  MDL-01
150,1955,24-17,1024017000,     24,     17,,0,WEST ST,WEST ST,5300,0,5300,SR1,,0,0,42713,0,3920,Vacant Land,,0,,5300,1320,RES ACLNUD  MDL-00
151,1956,24-18,1024018000,     24,     18,,171,WEST ST,171 WEST ST,71700,127300,199000,SR1,9,1288,92000,35642,1964,21780,Ranch,1,20000,5,179000,1010,SINGLE FAM  MDL-01
152,1957,24-19,1024019000,     24,     19,,155,WEST ST,155-157 WEST ST,73800,175700,249500,SR1,7,2421,198000,42069,1910,29186,2 Unit,2,20000,3,229500,1092,MULTI HSES 2 UNIT
153,1958,24-19-1,1024019001,     24,     19,      1,159,WEST ST,159 WEST ST,70800,174200,245000,SR1,7,2028,0,28587,1978,64033,Colonial,2,20000,3,225000,1010,SINGLE FAM  MDL-01
154,1959,24-20,1024020000,     24,     20,,169,WEST ST,169 WEST ST,71700,154500,226200,SR1,7,1546,0,39278,1974,21780,Split-Level,1.5,20000,3,206200,1010,SINGLE FAM  MDL-01
155,1960,24-21,1024021000,     24,     21,,168,WEST ST,168 WEST ST,70900,159500,230400,SR1,6,1185,228900,39317,1972,20038,Raised Ranch,1.5,20000,4,210400,1010,SINGLE FAM  MDL-01
156,1961,24-21-1,1024021001,     24,     21,      1,0,ROSEWOOD CIR,0 ROSEWOOD CIR,8200,0,8200,SR1,,0,0,42625,0,30492,Vacant Land,,0,,8200,1320,RES ACLNUD  MDL-00
157,1962,24-22,1024022000,     24,     22,,167,WEST ST,167 WEST ST,70900,129800,200700,SR1,6,1074,0,26889,1973,20038,Raised Ranch,1,26000,3,174700,1010,SINGLE FAM  MDL-01
158,1963,24-23,1024023000,     24,     23,,165,WEST ST,165 WEST ST,67800,123500,191300,SR1,5,1120,135900,41212,1976,20473,Ranch,1,0,2,191300,1010,SINGLE FAM  MDL-01
159,1964,24-24,1024024000,     24,     24,,163,WEST ST,163 WEST ST,68800,135300,204100,SR1,6,1148,211000,38645,1976,24394,Ranch,1,20000,3,184100,1010,SINGLE FAM  MDL-01
160,1965,24-25,1024025000,     24,     25,,161,WEST ST,161 WEST ST,72400,151900,224300,SR1,7,1872,235000,38139,1974,24394,Cape,2,0,4,224300,1010,SINGLE FAM  MDL-01
161,1966,24-26,1024026000,     24,     26,,6,ROSEWOOD CIR,6 ROSEWOOD CIR,74400,113800,188200,RF/SR1,4,858,0,38595,1979,37026,Raised Ranch,1,20000,2,168200,1010,SINGLE FAM  MDL-01
162,1967,24-28,1024028000,     24,     28,,7,ROSEWOOD CIR,7 ROSEWOOD CIR,73800,160600,234400,RF,6,1440,250000,42453,1999,32234,Colonial,1.5,20000,3,214400,1010,SINGLE FAM  MDL-01
163,1968,24-29,1024029000,     24,     29,,5,ROSEWOOD CIR,5 ROSEWOOD CIR,79700,150400,230100,RF/SR1,6,1685,0,38523,1988,24829,Cape,1.5,20000,3,210100,1010,SINGLE FAM  MDL-01
164,1969,24-30,1024030000,     24,     30,,8,ROSEWOOD CIR,8 ROSEWOOD CIR,72200,176200,248400,RF,4,2184,0,37783,1989,53143,Split-Level,1,20000,2,228400,1010,SINGLE FAM  MDL-01
165,1970,25-3,1025003000,     25,      3,,214,WEST ST,214 WEST ST,68700,180900,249600,SR1,6,1553,0,28723,1948,17424,Ranch,1,26000,2,223600,1010,SINGLE FAM  MDL-01
166,1971,25-4,1025004000,     25,      4,,212,WEST ST,212 WEST ST,76100,78900,155000,SR1,6,937,97000,36671,1952,47916,Ranch,1,20000,2,135000,1010,SINGLE FAM  MDL-01
167,1972,25-5,1025005000,     25,      5,,210,WEST ST,210 WEST ST,77200,113400,190600,SR1,7,2155,0,42452,1888,67082,Conventional,1,0,3,190600,1010,SINGLE FAM  MDL-01
168,1973,25-5-1,1025005001,     25,      5,      1,206,WEST ST,206 WEST ST,63200,112800,176000,SR1,5,1008,0,23445,1964,11326,Ranch,1,20000,3,156000,1010,SINGLE FAM  MDL-01
169,1974,25-5-2,1025005002,     25,      5,      2,204,WEST ST,204 WEST ST,63200,132100,195300,SR1,5,1008,172500,40949,1962,11326,Ranch,1,0,2,195300,1010,SINGLE FAM  MDL-01
170,1975,25-5-3,1025005003,     25,      5,      3,3,COTE CIR,3 COTE CIR,62800,124500,187300,SR1,6,1030,0,,1953,10890,Ranch,1,20000,3,167300,1010,SINGLE FAM  MDL-01
171,1976,25-5-4,1025005004,     25,      5,      4,5,COTE CIR,5 COTE CIR,61300,121900,183200,SR1,7,1090,174000,41638,1964,9583,Ranch,1,20000,2,163200,1010,SINGLE FAM  MDL-01
172,1977,25-5-5,1025005005,     25,      5,      5,7,COTE CIR,7 COTE CIR,59900,119000,178900,SR1,5,1008,0,31030,1972,8712,Ranch,1,26000,3,152900,1010,SINGLE FAM  MDL-01
173,1978,25-5-6,1025005006,     25,      5,      6,9,COTE CIR,9 COTE CIR,70900,203500,274400,SR1,6,1716,37000,32507,1997,20038,Ranch,2,20000,3,254400,1010,SINGLE FAM  MDL-01
174,1979,25-6,1025006000,     25,      6,,2,COTE CIR,2-4 COTE CIR,75300,179700,255000,SR1,6,1392,130000,32346,1955,40947,Ranch,1,20000,3,235000,1091,MULTI HSES SFR
175,3072,33-33,1033033000,     33,     33,,149,SOUTH ST,149 SOUTH ST,57100,111100,168200,R1A,7,1612,145000,42586,1876,20909,Conventional,1,0,2,168200,1010,SINGLE FAM  MDL-01
176,3073,33-34,1033034000,     33,     34,,153,SOUTH ST,153 SOUTH ST,63400,144700,208100,R1A,14,3053,213000,38562,1870,37462,2 Unit,2,0,5,208100,1040,TWO FAMILY  MDL-03
177,107860,33-34-1,1033034001,     33,     34,      1,3,MAY ST,3 MAY ST,69100,158000,227100,R1A,6,1196,235000,38561,2005,18005,Raised Ranch,,0,4,227100,1010,SINGLE FAM  MDL-01
178,3074,33-35,1033035000,     33,     35,,15,MAY ST,15 MAY ST,170500,163500,334000,R1A,,13001,0,27430,1891,98010,Apartments,,0,,334000,1115,APT OVER 8  MDL-94
179,3075,33-35-1,1033035001,     33,     35,      1,0,MAY ST,MAY ST,62200,0,62200,R1A,,0,0,40423,0,102366,Vacant Land,,0,,62200,1300,RES ACLNDV  MDL-00
180,3076,33-36,1033036000,     33,     36,,17,MAY ST,17 MAY ST,54000,65500,119500,R1A,4,916,150000,39983,1935,4356,Bungalow,1,26000,1,93500,1010,SINGLE FAM  MDL-01
181,3077,33-37,1033037000,     33,     37,,42,ORCHARD ST,42 ORCHARD ST,54000,100000,154000,R1A,7,1560,169500,41668,1911,4356,Conventional,1.5,20000,4,134000,1010,SINGLE FAM  MDL-01
182,3078,33-39,1033039000,     33,     39,,36,ORCHARD ST,36 ORCHARD ST,71800,184000,255800,R1A,8,1971,315000,38884,1930,22216,Colonial,2,20000,3,235800,1010,SINGLE FAM  MDL-01
183,3079,33-40,1033040000,     33,     40,,34,ORCHARD ST,34 ORCHARD ST,64700,196900,261600,R1A,10,2076,296000,38534,1914,13068,Colonial,3,0,4,261600,1010,SINGLE FAM  MDL-01
184,3080,33-41,1033041000,     33,     41,,30,ORCHARD ST,30 ORCHARD ST,61300,153800,215100,R1A,7,1472,250000,39169,1929,9583,Colonial,2,20000,3,195100,1010,SINGLE FAM  MDL-01
185,3081,33-42,1033042000,     33,     42,,26,ORCHARD ST,26 ORCHARD ST,66000,168300,234300,R1A,7,2142,229500,40291,1923,18295,Colonial,1.5,20000,3,214300,1010,SINGLE FAM  MDL-01
186,3082,33-43,1033043000,     33,     43,,24,ORCHARD ST,24 ORCHARD ST,69500,165000,234500,R1A,7,1779,221500,39360,1920,18295,Colonial,1.5,20000,3,214500,1010,SINGLE FAM  MDL-01
187,3083,33-44,1033044000,     33,     44,,9,CHERRY LN,9 CHERRY LN,72000,144300,216300,R1A,15,3334,125000,41117,1880,23522,3 Unit,3,0,5,216300,1050,THREE FAM  MDL-03
188,3084,33-45,1033045000,     33,     45,,16,ORCHARD ST,16 ORCHARD ST,54700,56800,111500,R1A,10,2029,100000,43019,1890,4792,2 Unit,2,0,5,111500,1040,TWO FAMILY  MDL-03
189,3085,33-46,1033046000,     33,     46,,17,ORCHARD ST,17 ORCHARD ST,56000,104300,160300,R1A,7,1528,0,27341,1910,5875,Conventional,1.5,0,3,160300,1010,SINGLE FAM  MDL-01
190,3086,33-47,1033047000,     33,     47,,21,ORCHARD ST,21 ORCHARD ST,63600,95200,158800,R1A,12,2224,141900,36787,1920,11750,2 Unit,2,20000,5,138800,1040,TWO FAMILY  MDL-03
191,3087,33-48,1033048000,     33,     48,,23,ORCHARD ST,23 ORCHARD ST,59000,146400,205400,R1A,8,1914,253000,42586,1956,8161,2 Unit,2,20000,4,185400,1040,TWO FAMILY  MDL-03
192,3088,33-49,1033049000,     33,     49,,25,ORCHARD ST,25 ORCHARD ST,63200,126800,190000,R1A,8,1876,0,32220,1925,11326,Colonial,1.5,26000,4,164000,1010,SINGLE FAM  MDL-01
193,3089,33-50,1033050000,     33,     50,,27,ORCHARD ST,27 ORCHARD ST,62800,151100,213900,R1A,11,3286,0,41255,1867,10890,2 Unit,2,0,4,213900,1040,TWO FAMILY  MDL-03
194,3090,33-51,1033051000,     33,     51,,29,ORCHARD ST,29 ORCHARD ST,59700,170100,229800,R1A,9,3006,162500,36691,1933,10890,Colonial,2.5,20000,6,209800,1010,SINGLE FAM  MDL-01
195,3091,33-52,1033052000,     33,     52,,31,ORCHARD ST,31 ORCHARD ST,62800,157700,220500,R1A,9,2442,117000,33772,1923,10890,Colonial,1,20000,4,200500,1010,SINGLE FAM  MDL-01
196,3092,33-53,1033053000,     33,     53,,23,MAY ST,23 MAY ST,62800,145000,207800,R1A,9,1656,0,42398,1932,10890,Cape,2,20000,4,187800,1010,SINGLE FAM  MDL-01
197,3093,33-54,1033054000,     33,     54,,25,MAY ST,25 MAY ST,71200,208100,279300,R1A,9,2567,0,41885,1950,20473,Cape,2,20000,4,259300,1010,SINGLE FAM  MDL-01
198,3094,33-55,1033055000,     33,     55,,26,LAMOTHE AVE,26 LAMOTHE AVE,67700,173800,241500,R1A,7,1424,218500,42404,1977,16403,Ranch,2,0,3,241500,1010,SINGLE FAM  MDL-01
199,3095,33-56,1033056000,     33,     56,,24,LAMOTHE AVE,24 LAMOTHE AVE,67500,150600,218100,R1A,7,1938,0,27159,1974,16117,Cape,1.5,20000,4,198100,1010,SINGLE FAM  MDL-01
200,3096,33-57,1033057000,     33,     57,,18,LAMOTHE AVE,18 LAMOTHE AVE,67800,149200,217000,R1A,7,1836,0,39568,1963,16490,Colonial,1.5,20000,4,197000,1010,SINGLE FAM  MDL-01
201,3097,33-58,1033058000,     33,     58,,16,LAMOTHE AVE,16 LAMOTHE AVE,66600,102600,169200,R1A,5,1180,145000,42580,1961,15246,Ranch,1,0,3,169200,1010,SINGLE FAM  MDL-01
202,3098,33-59,1033059000,     33,     59,,12,LAMOTHE AVE,12 LAMOTHE AVE,52600,0,52600,R1A,,0,0,27341,0,7755,Vacant Land,,0,,52600,1300,RES ACLNDV  MDL-00
203,8,1-1,1001001000,      1,      1,,61,BUZZELL RD,61 BUZZELL RD,51800,0,51800,RF,,0,0,36046,0,784080,Vacant Land,,0,,51800,1300,RES ACLNDV  MDL-00
204,9,1-2,1001002000,      1,      2,,43,BUZZELL RD,43 BUZZELL RD,36600,16800,53400,RF,,0,0,28241,0,3724380,,,0,,53400,7180,PASTURE  MDL-00
205,10,1-2-2,1001002002,      1,      2,      2,59,BUZZELL RD,59 BUZZELL RD,54500,148900,203400,RF,4,832,195000,38691,1983,114563,Raised Ranch,1,0,2,203400,1011,SF (W/ APT)  MDL-01
206,11,1-2-3,1001002003,      1,      2,      3,37,BUZZELL RD,37 BUZZELL RD,51200,151600,202800,RF,5,1623,0,37995,1979,80150,Ranch,1,20000,3,182800,1010,SINGLE FAM  MDL-01
207,12,1-2-4,1001002004,      1,      2,      4,27,BUZZELL RD,27 BUZZELL RD,54300,163600,217900,RF,7,1577,0,32017,1991,179903,Colonial,1.5,20000,4,197900,1010,SINGLE FAM  MDL-01
208,102882,1-2-5,1001002005,      1,      2,      5,0,BUZZELL RD,BUZZELL RD,50000,0,50000,RF,,0,0,37715,0,348480,Vacant Land,,0,,50000,1300,RES ACLNDV  MDL-00
209,13,1-5,1001005000,      1,      5,,9,BUZZELL RD,9 BUZZELL RD,83700,562800,646500,RF,7,2628,455000,41586,1992,6513962,Cape,2.5,20000,3,626500,1010,SINGLE FAM  MDL-01
210,14,1-5-1,1001005001,      1,      5,      1,25,BUZZELL RD,25 BUZZELL RD,50200,120600,170800,RF,5,838,0,32318,1988,69696,Cape,1,20000,2,150800,1010,SINGLE FAM  MDL-01
211,15,1-5-2,1001005002,      1,      5,      2,23,BUZZELL RD,23 BUZZELL RD,51900,179800,231700,RF,5,1411,251000,42695,1991,79279,Cape,1.5,0,2,231700,1010,SINGLE FAM  MDL-01
212,16,1-5-3,1001005003,      1,      5,      3,3,BUZZELL RD,3 BUZZELL RD,56100,258800,314900,RF,6,3083,300000,42874,1780,135472,Conventional,1.5,0,4,314900,1010,SINGLE FAM  MDL-01
213,119692,1-5-4,1001005004,      1,      5,      4,17,BUZZELL RD,17 BUZZELL RD,52500,292800,345300,RF,6,2234,0,39302,2007,88427,Ranch,2.5,20000,3,325300,1010,SINGLE FAM  MDL-01
214,120986,1-5-5,1001005005,      1,      5,      5,0,BUZZELL RD,BUZZELL RD,108400,0,108400,R-F,,0,349624,43014,0,6513962,Vacant Land,,0,,108400,7120,TREEGROWTH  MDL-00
215,17,1-7,1001007000,      1,      7,,85,RIVER RD,85 RIVER RD,83500,88800,172300,RF,5,1082,0,25035,1940,1089000,Ranch,1,26000,2,146300,1010,SINGLE FAM  MDL-01
216,18,1-8,1001008000,      1,      8,,73,RIVER RD,73 RIVER RD,50600,0,50600,RF,,0,0,40984,0,196020,Vacant Land,,0,,50600,1300,RES ACLNDV  MDL-00
217,19,1-9,1001009000,      1,      9,,39,RIVER RD,39 RIVER RD,47000,0,47000,RF,,0,0,40984,0,261360,Vacant Land,,0,,47000,1300,RES ACLNDV  MDL-00
218,20,1-10,1001010000,      1,     10,,35,RIVER RD,35 RIVER RD,28300,0,28300,RF,,0,12500,38828,0,10019,Vacant Land,,0,,28300,1300,RES ACLNDV  MDL-00
219,21,1-11,1001011000,      1,     11,,33,RIVER RD,33 RIVER RD,33000,0,33000,RF,,0,12500,38828,0,24829,Vacant Land,,0,,33000,1300,RES ACLNDV  MDL-00
220,22,1-12,1001012000,      1,     12,,25,RIVER RD,25 RIVER RD,55300,265100,320400,RF,9,2400,0,40417,1780,152460,Antique,2.5,20000,4,300400,1091,MULTI HSES SFR
221,23,1-13,1001013000,      1,     13,,23,RIVER RD,23 RIVER RD,46700,127100,173800,RF,5,1176,230000,38780,2005,39204,Ranch,,20000,3,153800,1010,SINGLE FAM  MDL-01
222,24,1-14,1001014000,      1,     14,,475,SOUTH ST,475-477 SOUTH ST,90900,510900,601800,,10,3719,575000,43086,1900,16988404,Conventional,2.5,0,5,601800,1091,MULTI HSES SFR
223,107620,1-14-1,1001014001,      1,     14,      1,0,SOUTH ST,SOUTH ST,147800,0,147800,R-F,,0,325000,42366,0,370,Vacant Land,,0,,147800,7120,TREEGROWTH  MDL-00
224,25,1-15,1001015000,      1,     15,,521,SOUTH ST,521 SOUTH ST,64500,248600,313100,RF/SR1,9,2236,35000,29482,1983,1626530,Cape,1.5,20000,3,293100,1010,SINGLE FAM  MDL-01
225,26,1-15-1,1001015001,      1,     15,      1,507,SOUTH ST,507 SOUTH ST,51500,71500,123000,RF/SR1,8,2120,122000,41033,1934,84506,2 Unit,2,0,4,123000,1040,TWO FAMILY  MDL-03
226,27,1-15-2,1001015002,      1,     15,      2,509,SOUTH ST,509 SOUTH ST,44400,184300,228700,RF/SR1,6,1652,0,38244,1986,43560,Cape,2,20000,2,208700,1010,SINGLE FAM  MDL-01
227,28,1-15-3,1001015003,      1,     15,      3,511,SOUTH ST,511 SOUTH ST,49300,172200,221500,SR1,5,1144,215000,41079,1989,41818,Ranch,1,20000,3,201500,1010,SINGLE FAM  MDL-01
228,100422,1-16,1001016000,      1,     16,,551,SOUTH ST,551 SOUTH ST,81300,333300,414600,RF,7,2702,0,42258,1999,2874960,Colonial,2.5,20000,3,394600,7200,NONPRNECLD  MDL-00
229,7401,1-16-1,1001016001,      1,     16,      1,529,SOUTH ST,529 SOUTH ST,50500,252800,303300,RF,7,2366,310000,42545,2000,60548,Colonial,2.5,20000,3,283300,1010,SINGLE FAM  MDL-01
230,100423,1-16-2,1001016002,      1,     16,      2,541,SOUTH ST,541 SOUTH ST,51300,118600,169900,RF,8,2237,0,41487,1860,71874,Conventional,1,0,3,169900,1010,SINGLE FAM  MDL-01
231,30,1-17,1001017000,      1,     17,,548,SOUTH ST,548 SOUTH ST,48800,0,48800,RF,,0,0,29881,0,618552,Vacant Land,,0,,48800,1300,RES ACLNDV  MDL-00
232,31,1-17-1,1001017001,      1,     17,      1,558,SOUTH ST,558 SOUTH ST,5300,0,5300,RF,,0,0,36458,0,566280,Vacant Land,,0,,5300,7120,TREEGROWTH  MDL-00
233,32,1-17-2,1001017002,      1,     17,      2,11,COUNTRY DR,11 COUNTRY DR,47800,322200,370000,RF,9,3222,0,32416,1988,60113,Colonial,2.5,20000,4,350000,1010,SINGLE FAM  MDL-01
234,33,1-17-3,1001017003,      1,     17,      3,15,COUNTRY DR,15 COUNTRY DR,47500,193200,240700,RF,5,1608,0,32416,1991,55757,Colonial,1.5,20000,3,220700,1010,SINGLE FAM  MDL-01
235,34,1-17-4,1001017004,      1,     17,      4,542,SOUTH ST,542 SOUTH ST,48400,161700,210100,RF,6,1320,5000,35893,1989,40037,Ranch,1,20000,2,190100,1010,SINGLE FAM  MDL-01
236,35,1-17-5,1001017005,      1,     17,      5,6,COUNTRY DR,6 COUNTRY DR,46800,337300,384100,RF,5,2312,0,41830,2014,41040,Ranch,,0,3,384100,1010,SINGLE FAM  MDL-01
237,36,1-17-6,1001017006,      1,     17,      6,10,COUNTRY DR,10 COUNTRY DR,45500,188800,234300,RF,6,1544,6000,36138,1999,72310,Ranch,2,20000,3,214300,1010,SINGLE FAM  MDL-01
238,37,1-17-7,1001017007,      1,     17,      7,16,COUNTRY DR,16 COUNTRY DR,39100,0,39100,RF,,0,40000,41110,0,71338,Vacant Land,,0,,39100,1300,RES ACLNDV  MDL-00
239,38,1-17-8,1001017008,      1,     17,      8,20,COUNTRY DR,20 COUNTRY DR,47400,205400,252800,RF,6,2014,40000,41016,2012,54014,Modern/Contemp,2.5,0,3,252800,1010,SINGLE FAM  MDL-01
240,39,1-17-9,1001017009,      1,     17,      9,22,COUNTRY DR,22 COUNTRY DR,46800,213000,259800,RF,6,1720,29000,37533,2003,41808,Ranch,2.5,20000,3,239800,1010,SINGLE FAM  MDL-01
241,101062,1-17-10,1001017010,      1,     17,     10,26,COUNTRY DR,26 COUNTRY DR,31200,0,31200,RF,,0,12500,38828,0,17424,Vacant Land,,0,,31200,1300,RES ACLNDV  MDL-00
242,7367,1-17-11,1001017011,      1,     17,     11,546,SOUTH ST,546 SOUTH ST,49200,118900,168100,RF,9,1476,50000,35723,1840,43560,2 Unit,2,20000,3,148100,1040,TWO FAMILY  MDL-03
243,101124,1-17-12,1001017012,      1,     17,     12,8,COUNTRY DR,8 COUNTRY DR,46400,326000,372400,RF,7,2547,0,36406,1999,40000,Ranch,2.5,20000,3,352400,1010,SINGLE FAM  MDL-01
244,102702,1-17-13,1001017013,      1,     17,     13,0,SOUTH ST,SOUTH ST,39500,0,39500,RF,,0,0,37613,0,47480,Vacant Land,,0,,39500,1300,RES ACLNDV  MDL-00
245,120653,1-17-14,1001017014,      1,     17,     14,7,COUNTRY DR,7 COUNTRY DR,55900,321600,377500,RF,8,3063,0,42934,2012,0,Colonial,2.5,0,4,377500,1010,SINGLE FAM  MDL-01
246,40,1-18,1001018000,      1,     18,,556,SOUTH ST,556 SOUTH ST,49200,88300,137500,RF,8,1344,0,42304,1920,43560,Cape,,0,3,137500,1010,SINGLE FAM  MDL-01
247,41,1-19,1001019000,      1,     19,,587,SOUTH ST,587 SOUTH ST,36700,0,36700,RF,,0,25000,34403,0,1117314,Vacant Land,,0,,36700,1320,RES ACLNUD  MDL-00
248,42,1-20,1001020000,      1,     20,,0,SOUTH ST (OFF OF),SOUTH ST (OFF OF),1600,0,1600,RF,,0,0,38933,0,21780,Vacant Land,,0,,1600,1320,RES ACLNUD  MDL-00
249,43,1-21,1001021000,      1,     21,,559,SOUTH ST,559 SOUTH ST,4600,0,4600,RF,,0,0,42258,0,21780,Vacant Land,,0,,4600,1320,RES ACLNUD  MDL-00
250,44,1-22,1001022000,      1,     22,,560,SOUTH ST,560 SOUTH ST,49600,115600,165200,RF,6,1347,0,,1953,97139,Cape,1.5,20000,4,145200,1010,SINGLE FAM  MDL-01
251,45,1-23,1001023000,      1,     23,,570,SOUTH ST,570 SOUTH ST,72400,142500,214900,RF,6,1466,0,36458,1880,2482920,Cape,1,20000,4,194900,1010,SINGLE FAM  MDL-01
252,46,1-24,1001024000,      1,     24,,565,SOUTH ST,565 SOUTH ST,50000,65400,115400,RF,5,1208,0,33036,1895,65340,Conventional,1.5,20000,2,95400,1010,SINGLE FAM  MDL-01
253,47,1-25,1001025000,      1,     25,,575,SOUTH ST,575 SOUTH ST,58400,216900,275300,RF,6,1736,0,42012,1999,1045440,Ranch,2,20000,3,255300,1010,SINGLE FAM  MDL-01
254,48,1-26,1001026000,      1,     26,,589,SOUTH ST,589 SOUTH ST,79700,373400,453100,RF,10,3124,75000,32713,1991,1041955,Colonial,2.5,20000,4,433100,1010,SINGLE FAM  MDL-01
255,49,1-26-1,1001026001,      1,     26,      1,591,SOUTH ST,591 SOUTH ST,88000,259700,347700,RF,8,2428,0,42607,1988,1238411,Cape,2,20000,3,327700,1010,SINGLE FAM  MDL-01
256,50,1-27-1,1001027001,      1,     27,      1,580,SOUTH ST,580 SOUTH ST,60500,180400,240900,RF,7,1831,0,31598,1987,435600,Cape,2,20000,3,220900,1010,SINGLE FAM  MDL-01
257,51,1-27-2,1001027002,      1,     27,      2,608,SOUTH ST,608 SOUTH ST,60800,117900,178700,RF,5,1451,85000,36427,1972,370260,Ranch,1,0,2,178700,1010,SINGLE FAM  MDL-01
258,52,1-27-3,1001027003,      1,     27,      3,620,SOUTH ST,620 SOUTH ST,64800,137000,201800,RF,4,1040,0,30336,1991,566280,Ranch,1.5,20000,2,181800,1010,SINGLE FAM  MDL-01
259,53,1-27-4,1001027004,      1,     27,      4,610,SOUTH ST,610 SOUTH ST,49200,140200,189400,RF,6,1425,1,32770,1990,43560,Raised Ranch,1,20000,2,169400,1010,SINGLE FAM  MDL-01
260,119378,1-28,1001028000,      1,     28,,0,DAISY LN,DAISY LN,4500,25600,30100,RF,,0,0,42992,0,228041,Vacant Land,,0,,30100,2010,SFR OPEN
261,54,1-28-1,1001028001,      1,     28,      1,611,SOUTH ST,611 SOUTH ST,50800,35700,86500,RF,4,840,132000,38632,1992,392040,SW Mobile Home,1,0,2,86500,1030,MOBILE HME
